,experiences_offered,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,price,neighbourhood,minimum_nights,maximum_nights
13511,none,52.51095,13.4664,Apartment,Entire home/apt,2,1.0,1.0,70.0,Friedrichshain,3,100
13512,none,52.49422,13.42066,Apartment,Entire home/apt,2,1.0,1.0,35.0,Kreuzberg,4,1125
13513,none,52.49471,13.337539999999999,Bed and breakfast,Private room,2,1.0,1.0,55.0,Schöneberg,1,1125
13514,none,52.536280000000005,13.405479999999999,Apartment,Entire home/apt,4,1.0,1.0,120.0,Mitte,2,1125
13515,none,52.5369,13.39383,Apartment,Private room,2,1.0,1.0,40.0,Mitte,2,14
13516,none,52.5469,13.3665,Apartment,Private room,2,1.0,1.0,25.0,Wedding,5,1125
13517,none,52.524159999999995,13.408920000000002,Apartment,Private room,2,1.0,1.0,75.0,Mitte,2,1125
13518,none,52.49754,13.428320000000001,Apartment,Entire home/apt,3,1.0,0.0,55.0,Kreuzberg,3,30
13519,none,52.53526,13.43441,Apartment,Entire home/apt,6,1.0,1.0,70.0,Prenzlauer Berg,2,1125
13520,none,52.522769999999994,13.386379999999999,Apartment,Private room,2,1.5,1.0,65.0,Mitte,2,14
13521,none,52.48191,13.449520000000001,Apartment,Entire home/apt,5,1.0,2.0,60.0,Neukölln,5,21
13523,none,52.563880000000005,13.36454,Apartment,Private room,2,1.0,1.0,20.0,Reinickendorf,1,9
13524,none,52.54046999999999,13.41164,Apartment,Entire home/apt,2,1.0,1.0,45.0,Prenzlauer Berg,7,65
13525,none,52.52426,13.41151,Apartment,Entire home/apt,2,1.0,1.0,89.0,Mitte,5,28
13526,none,52.488569999999996,13.4249,Apartment,Private room,2,1.0,1.0,25.0,Kreuzberg,3,1125
13527,none,52.51753000000001,13.279879999999999,Apartment,Private room,2,1.5,1.0,18.0,Westend,3,1125
13529,none,52.54343000000001,13.35154,Apartment,Entire home/apt,2,1.0,1.0,35.0,Wedding,3,1125
13531,none,52.51724,13.44784,Apartment,Private room,2,1.0,1.0,40.0,Friedrichshain,1,1124
13532,none,52.52936,13.395529999999999,Apartment,Private room,2,1.0,1.0,39.0,Mitte,1,5
13533,none,52.46976,13.427999999999999,Apartment,Entire home/apt,2,1.0,1.0,40.0,Neukölln,2,1125
13534,none,52.54991999999999,13.421370000000001,Apartment,Private room,4,1.0,2.0,40.0,Prenzlauer Berg,3,6
13535,none,52.51359,13.303289999999999,Apartment,Entire home/apt,6,1.0,2.0,123.0,Charlottenburg,2,250
13536,none,52.5525,13.41319,Apartment,Private room,4,1.0,1.0,40.0,Prenzlauer Berg,2,8
13538,none,52.49195,13.416160000000001,Apartment,Private room,2,1.5,1.0,22.0,Kreuzberg,2,1125
13539,none,52.55491,13.378039999999999,Apartment,Entire home/apt,3,1.0,1.0,39.0,Wedding,3,1125
13540,none,52.55575,13.3788,Apartment,Private room,1,1.0,1.0,30.0,Wedding,2,1125
13541,none,52.50476999999999,13.29757,Apartment,Private room,2,1.0,1.0,25.0,Charlottenburg,2,30
13542,none,52.49292,13.42039,Apartment,Private room,2,1.0,1.0,35.0,Kreuzberg,1,7
13543,none,52.53951,13.422839999999999,Apartment,Private room,2,1.5,1.0,22.0,Prenzlauer Berg,2,1125
13544,none,52.51051999999999,13.494470000000002,Apartment,Entire home/apt,2,1.0,1.0,35.0,Lichtenberg,5,60
13545,none,52.53546,13.357470000000001,Apartment,Private room,2,1.0,1.0,20.0,Moabit,1,7
13546,none,52.53488,13.436679999999999,Apartment,Private room,2,1.0,1.0,18.0,Prenzlauer Berg,1,1125
13548,none,52.5115,13.468179999999998,Apartment,Entire home/apt,6,1.0,1.0,90.0,Friedrichshain,2,60
13549,none,52.49181,13.42146,Apartment,Private room,2,1.0,1.0,40.0,Kreuzberg,2,30
13551,none,52.558440000000004,13.4162,Apartment,Private room,6,1.0,2.0,120.0,Pankow,2,1125
13552,none,52.511269999999996,13.462760000000001,Apartment,Private room,2,1.0,1.0,25.0,Friedrichshain,5,21
13553,none,52.497690000000006,13.3252,Apartment,Entire home/apt,3,1.0,1.0,135.0,Wilmersdorf,3,402
13556,none,52.50535,13.39601,Apartment,Entire home/apt,2,1.5,1.0,70.0,Kreuzberg,3,1125
13557,none,52.509930000000004,13.2934,Apartment,Entire home/apt,2,1.0,0.0,40.0,Charlottenburg,2,10
13558,none,52.4948,13.35488,Apartment,Entire home/apt,5,1.5,2.0,100.0,Schöneberg,2,20
13559,none,52.517680000000006,13.44677,Apartment,Entire home/apt,2,1.0,0.0,69.0,Friedrichshain,7,1125
13560,none,52.546319999999994,13.392539999999999,Condominium,Entire home/apt,3,1.0,2.0,63.0,Wedding,4,8
13561,none,52.46621999999999,13.43265,Apartment,Private room,2,1.0,1.0,40.0,Neukölln,3,60
13562,none,52.47401,13.44094,Apartment,Private room,2,1.0,1.0,35.0,Neukölln,2,14
13563,none,52.490159999999996,13.294279999999999,Condominium,Private room,2,1.0,1.0,29.0,Schmargendorf,1,30
13564,none,52.55226,13.41566,Apartment,Entire home/apt,3,1.0,0.0,69.0,Prenzlauer Berg,3,1124
13565,none,52.501059999999995,13.41257,Apartment,Private room,2,1.0,1.0,28.0,Kreuzberg,3,16
13566,none,52.54811,13.405529999999999,Apartment,Private room,1,1.0,1.0,40.0,Prenzlauer Berg,3,1125
13567,none,52.530069999999995,13.39192,Apartment,Entire home/apt,4,1.0,1.0,59.0,Mitte,3,1125
13568,none,52.48035,13.444970000000001,Apartment,Private room,4,1.0,1.0,40.0,Neukölln,2,1125
13569,none,52.52511,13.452929999999999,Apartment,Entire home/apt,6,1.0,2.0,59.0,Friedrichshain,1,101
13571,none,52.515269999999994,13.43459,Apartment,Private room,1,1.0,1.0,17.0,Friedrichshain,2,30
13572,none,52.50475,13.32564,Apartment,Entire home/apt,4,1.5,2.0,164.0,Charlottenburg,3,1125
13573,none,52.57655,13.397789999999999,Apartment,Private room,1,1.0,1.0,30.0,Niederschönhausen,3,31
13574,none,52.49875,13.3511,Apartment,Entire home/apt,4,1.0,1.0,120.0,Schöneberg,7,42
13575,none,52.543440000000004,13.368179999999999,Apartment,Entire home/apt,2,1.0,1.0,42.0,Wedding,3,5
13576,none,52.52118000000001,13.45255,Apartment,Private room,1,1.0,1.0,25.0,Friedrichshain,3,100
13577,none,52.504490000000004,13.454460000000001,Apartment,Private room,2,1.0,1.0,20.0,Friedrichshain,3,21
13578,none,52.4683,13.42235,Apartment,Entire home/apt,2,1.0,1.0,55.0,Neukölln,3,28
13579,none,52.5306,13.401689999999999,Apartment,Private room,1,1.0,1.0,50.0,Mitte,3,28
13580,none,52.50199,13.429179999999999,Apartment,Entire home/apt,4,1.0,2.0,70.0,Kreuzberg,5,20
13581,none,52.5338,13.3994,House,Private room,2,1.0,1.0,35.0,Mitte,1,10
13582,none,52.48076,13.44899,Apartment,Private room,2,1.0,1.0,30.0,Neukölln,2,8
13583,none,52.484469999999995,13.434370000000001,Apartment,Private room,2,1.5,1.0,25.0,Neukölln,2,4
13584,none,52.492869999999996,13.421710000000001,Apartment,Private room,1,1.0,1.0,27.0,Kreuzberg,3,1125
13585,none,52.5512,13.376870000000002,Apartment,Entire home/apt,3,1.0,0.0,40.0,Wedding,7,30
13586,none,52.53561,13.396770000000002,Apartment,Entire home/apt,2,1.0,1.0,80.0,Mitte,3,1125
13587,none,52.472469999999994,13.291570000000002,Apartment,Private room,1,1.0,0.0,30.0,Schmargendorf,2,30
13588,none,52.51781,13.324420000000002,Apartment,Private room,2,1.0,1.0,35.0,Charlottenburg,1,11
13589,none,52.5513,13.45473,Apartment,Entire home/apt,4,1.0,1.0,94.0,Weißensee,2,1125
13591,none,52.553419999999996,13.387939999999999,Apartment,Entire home/apt,5,1.0,1.0,80.0,Wedding,2,1125
13592,none,52.53035,13.38851,Apartment,Entire home/apt,2,1.0,1.0,45.0,Mitte,1,365
13593,none,52.5312,13.337420000000002,Apartment,Entire home/apt,2,1.0,1.0,50.0,Moabit,2,1125
13594,none,52.511959999999995,13.270929999999998,Apartment,Private room,2,1.0,1.0,40.0,Westend,4,50
13595,none,52.49344,13.394029999999999,Apartment,Entire home/apt,3,1.0,1.0,69.0,Kreuzberg,6,1125
13596,none,52.48288,13.43045,Apartment,Private room,2,1.0,1.0,24.0,Neukölln,1,1125
13597,none,52.45584,13.5126,Apartment,Entire home/apt,3,1.0,1.0,40.0,Niederschöneweide,7,1125
13599,none,52.530719999999995,13.41726,Apartment,Private room,2,1.0,1.0,29.0,Prenzlauer Berg,2,1125
13600,none,52.56101999999999,13.378929999999999,Apartment,Private room,1,1.0,1.0,35.0,Wedding,2,1125
13601,none,52.460390000000004,13.51935,Apartment,Private room,2,1.0,1.0,20.0,Oberschöneweide,1,30
13602,none,52.49892,13.44395,Loft,Entire home/apt,2,1.0,1.0,120.0,Kreuzberg,4,1125
13603,none,52.51855,13.46163,Apartment,Entire home/apt,3,1.0,1.0,100.0,Friedrichshain,3,1125
13604,none,52.521280000000004,13.32485,Apartment,Private room,2,1.0,1.0,40.0,Charlottenburg,4,10
13605,none,52.545759999999994,13.4126,Apartment,Private room,4,1.0,2.0,35.0,Prenzlauer Berg,4,1125
13606,none,52.46838,13.4322,Apartment,Private room,2,1.0,1.0,25.0,Neukölln,2,10
13607,none,52.546659999999996,13.345,Apartment,Private room,2,1.0,1.0,18.0,Wedding,5,15
13608,none,52.48065,13.43322,Apartment,Private room,2,1.0,1.0,26.0,Neukölln,2,1125
13609,none,52.537530000000004,13.424760000000001,Apartment,Private room,2,1.0,1.0,30.0,Prenzlauer Berg,2,23
13610,none,52.4931,13.4295,Apartment,Entire home/apt,2,1.0,1.0,80.0,Neukölln,4,1125
13611,none,52.53165,13.43583,Apartment,Private room,1,1.0,2.0,65.0,Prenzlauer Berg,2,7
13612,none,52.5384,13.423520000000002,Apartment,Private room,2,1.0,1.0,60.0,Prenzlauer Berg,1,1125
13613,none,52.54541,13.34765,Apartment,Private room,2,1.0,1.0,25.0,Wedding,2,25
13614,none,52.532469999999996,13.444239999999999,Apartment,Private room,2,1.0,1.0,25.0,Prenzlauer Berg,3,1125
13616,none,52.492419999999996,13.42734,Apartment,Entire home/apt,3,1.0,2.0,70.0,Neukölln,3,1125
13617,none,52.486219999999996,13.35405,Apartment,Private room,1,2.0,1.0,30.0,Schöneberg,5,1125
13618,none,52.447790000000005,13.300920000000001,Apartment,Private room,3,1.0,1.0,20.0,Lichterfelde,2,15
13619,none,52.50734,13.500979999999998,Apartment,Entire home/apt,2,1.0,1.0,35.0,Rummelsburg,7,30
13620,none,52.50036,13.319429999999999,Apartment,Entire home/apt,6,1.0,2.0,67.0,Charlottenburg,7,37
13621,none,52.49468,13.32854,Apartment,Entire home/apt,3,1.0,0.0,55.0,Wilmersdorf,3,30
13623,none,52.517630000000004,13.30026,Apartment,Private room,2,1.0,1.0,80.0,Charlottenburg,1,1125
13624,none,52.4635,13.48027,Apartment,Entire home/apt,1,1.0,1.0,17.0,Baumschulenweg,7,77
13625,none,52.4845,13.43459,Apartment,Private room,2,1.0,1.0,25.0,Neukölln,1,31
13626,none,52.53459,13.445179999999999,Guesthouse,Entire home/apt,10,1.5,3.0,119.0,Prenzlauer Berg,1,1125
13627,none,52.47976,13.43705,Apartment,Private room,5,1.0,1.0,70.0,Neukölln,3,1125
13629,none,52.559509999999996,13.373029999999998,Apartment,Private room,2,1.0,0.0,25.0,Wedding,1,7
13630,none,52.457980000000006,13.37563,Loft,Private room,2,2.0,1.0,35.0,Tempelhof,1,3
13631,none,52.553309999999996,13.389029999999998,Apartment,Entire home/apt,2,1.0,1.0,30.0,Wedding,2,1125
13632,none,52.46528000000001,13.434510000000001,Apartment,Private room,2,1.0,1.0,20.0,Neukölln,3,15
13633,none,52.512730000000005,13.46774,Apartment,Private room,2,1.0,1.0,30.0,Friedrichshain,2,1125
13635,none,52.56064,13.37579,Apartment,Entire home/apt,2,1.0,1.0,30.0,Wedding,1,60
13636,none,52.515480000000004,13.485370000000001,Apartment,Entire home/apt,4,1.0,1.0,40.0,Lichtenberg,2,14
13637,none,52.51886999999999,13.468329999999998,Apartment,Entire home/apt,2,1.0,1.0,50.0,Friedrichshain,5,7
13640,none,52.50094,13.432939999999999,Apartment,Entire home/apt,4,1.0,2.0,47.0,Kreuzberg,2,3
13641,none,52.539469999999994,13.39635,Apartment,Entire home/apt,2,1.0,1.0,89.0,Wedding,3,14
13643,none,52.5141,13.462029999999999,Apartment,Private room,1,1.0,0.0,29.0,Friedrichshain,2,30
13644,none,52.507090000000005,13.3983,Apartment,Entire home/apt,7,1.5,2.0,130.0,Kreuzberg,3,1125
13645,none,52.48131,13.43931,Apartment,Private room,1,1.0,1.0,25.0,Neukölln,2,1125
13646,none,52.516380000000005,13.445789999999999,Apartment,Private room,2,1.0,1.0,30.0,Friedrichshain,3,1125
13647,none,52.5023,13.391879999999999,Apartment,Private room,2,1.0,1.0,42.0,Kreuzberg,4,1125
13648,none,52.555930000000004,13.39226,Apartment,Shared room,4,1.5,1.0,15.0,Wedding,1,16
13649,none,52.497659999999996,13.38715,Apartment,Private room,1,1.0,1.0,50.0,Kreuzberg,2,1125
13650,none,52.505219999999994,13.43479,Apartment,Entire home/apt,2,1.0,1.0,50.0,Kreuzberg,2,4
13651,none,52.5031,13.48042,Apartment,Entire home/apt,2,1.0,0.0,39.0,Rummelsburg,1,1125
13652,none,52.53403,13.3488,Apartment,Entire home/apt,6,2.0,2.0,82.0,Moabit,1,1125
13653,none,52.54011,13.35551,Apartment,Private room,3,1.0,1.0,29.0,Wedding,2,1125
13655,none,52.493430000000004,13.41748,Apartment,Entire home/apt,2,1.0,1.0,39.0,Kreuzberg,5,30
13656,none,52.5366,13.45674,Bungalow,Entire home/apt,3,1.0,2.0,95.0,Prenzlauer Berg,3,60
13657,none,52.533730000000006,13.3786,Apartment,Entire home/apt,2,1.0,1.0,79.0,Mitte,3,31
13658,none,52.45103,13.438410000000001,Apartment,Private room,2,1.5,1.0,25.0,Britz,2,8
13659,none,52.53343,13.34794,Apartment,Private room,2,1.0,1.0,25.0,Moabit,4,15
13660,none,52.54725,13.36558,Condominium,Private room,2,2.0,1.0,25.0,Wedding,4,18
13661,none,52.5871,13.2788,Apartment,Private room,1,1.0,1.0,44.0,Tegel,3,30
13663,none,52.49756,13.447479999999999,Apartment,Private room,2,1.0,1.0,19.0,Kreuzberg,6,6
13664,none,52.50144,13.42919,Apartment,Entire home/apt,4,1.0,1.0,49.0,Kreuzberg,7,36
13665,none,52.44745,13.40085,Apartment,Private room,2,1.0,2.0,20.0,Mariendorf,5,30
13666,none,52.55405,13.336310000000001,Apartment,Private room,1,1.0,1.0,17.0,Wedding,1,1125
13667,none,52.53057,13.42954,Apartment,Private room,3,1.0,1.0,25.0,Prenzlauer Berg,4,30
13668,none,52.48639,13.38006,Apartment,Entire home/apt,2,1.5,1.0,115.0,Kreuzberg,3,31
13669,none,52.49831,13.41835,Apartment,Private room,2,1.0,0.0,30.0,Kreuzberg,3,10
13670,none,52.53487,13.34971,Apartment,Private room,2,1.0,1.0,25.0,Moabit,2,15
13671,none,52.526509999999995,13.332989999999999,Condominium,Private room,2,1.0,0.0,30.0,Moabit,1,1125
13672,none,52.53013000000001,13.32744,Apartment,Entire home/apt,2,1.0,1.0,45.0,Moabit,2,1125
13673,none,52.469669999999994,13.42854,Apartment,Entire home/apt,2,1.0,0.0,28.0,Neukölln,4,1125
13674,none,52.53396,13.43025,Apartment,Entire home/apt,5,1.0,3.0,220.0,Prenzlauer Berg,7,1125
13675,none,52.53358000000001,13.41056,Apartment,Entire home/apt,5,2.0,3.0,120.0,Prenzlauer Berg,3,14
13676,none,52.4836,13.438839999999999,Apartment,Private room,2,1.0,1.0,22.0,Neukölln,7,1125
13677,none,52.510569999999994,13.317779999999999,Apartment,Entire home/apt,2,1.0,0.0,31.0,Charlottenburg,5,10
13678,none,52.49654,13.443810000000001,Apartment,Entire home/apt,2,1.0,1.0,90.0,Kreuzberg,2,21
13679,none,52.549969999999995,13.45456,Apartment,Entire home/apt,3,1.0,1.0,70.0,Weißensee,4,30
13680,none,52.471790000000006,13.434560000000001,Apartment,Private room,2,1.0,1.0,25.0,Neukölln,6,60
13681,none,52.527519999999996,13.44779,Apartment,Entire home/apt,2,1.0,1.0,70.0,Prenzlauer Berg,6,1125
13682,none,52.4937,13.382220000000002,Apartment,Private room,2,1.0,1.0,34.0,Kreuzberg,2,12
13683,none,52.52425,13.45369,Apartment,Entire home/apt,3,1.0,1.0,60.0,Friedrichshain,5,1124
13684,none,52.46411,13.43665,Apartment,Entire home/apt,2,1.0,1.0,35.0,Neukölln,7,14
13685,none,52.4854,13.33792,Apartment,Private room,2,1.0,1.0,20.0,Schöneberg,1,4
13686,none,52.552319999999995,13.38977,Apartment,Entire home/apt,4,1.0,2.0,40.0,Wedding,5,14
13687,none,52.49381999999999,13.3939,Apartment,Private room,2,1.0,1.0,40.0,Kreuzberg,4,30
13688,none,52.48956,13.42195,Apartment,Private room,1,1.0,1.0,30.0,Kreuzberg,4,6
13689,none,52.4991,13.576379999999999,Apartment,Entire home/apt,8,1.5,4.0,100.0,Kaulsdorf,4,31
13690,none,52.547180000000004,13.351339999999999,Apartment,Private room,4,1.0,1.0,25.0,Wedding,5,16
13691,none,52.50198,13.382420000000002,Apartment,Entire home/apt,2,1.0,1.0,75.0,Kreuzberg,2,2
13692,none,52.48515,13.43731,Apartment,Private room,2,1.0,1.0,32.0,Neukölln,2,30
13693,none,52.48076999999999,13.44641,Apartment,Entire home/apt,4,1.0,2.0,45.0,Neukölln,7,1125
13694,none,52.504169999999995,13.43706,Apartment,Private room,3,1.0,1.0,50.0,Kreuzberg,2,1125
13695,none,52.46106999999999,13.43415,Guesthouse,Private room,2,1.0,1.0,35.0,Britz,1,1125
13696,none,52.46096,13.446320000000002,Apartment,Entire home/apt,4,1.0,2.0,100.0,Britz,2,1125
13697,none,52.54492,13.350589999999999,Apartment,Entire home/apt,2,1.0,1.0,85.0,Wedding,2,1125
13698,none,52.51883,13.42789,Other,Entire home/apt,3,1.0,1.0,80.0,Friedrichshain,2,1125
13699,none,52.54351,13.44104,Apartment,Private room,2,1.0,1.0,22.0,Prenzlauer Berg,6,30
13700,none,52.47448000000001,13.601560000000001,Apartment,Private room,2,1.0,1.0,30.0,Mahlsdorf,3,1125
13701,none,52.46612,13.43247,Apartment,Private room,2,1.0,1.0,22.0,Neukölln,4,1125
13702,none,52.53317,13.42366,Apartment,Entire home/apt,2,1.0,1.0,69.0,Prenzlauer Berg,2,1125
13704,none,52.48665,13.3578,Guest suite,Private room,2,2.0,0.0,25.0,Schöneberg,2,10
13705,none,52.4882,13.375720000000001,Apartment,Entire home/apt,2,1.0,1.0,75.0,Kreuzberg,2,1125
13706,none,52.47851,13.448020000000001,Apartment,Private room,1,1.0,1.0,17.0,Neukölln,7,13
13707,none,52.47425,13.426879999999999,Apartment,Private room,2,1.0,2.0,39.0,Neukölln,7,12
13708,none,52.50229,13.42009,Apartment,Private room,2,1.0,1.0,40.0,Kreuzberg,2,18
13709,none,52.51961,13.28762,Apartment,Private room,2,1.0,1.0,50.0,Charlottenburg,2,7
13710,none,52.492430000000006,13.34445,Loft,Entire home/apt,7,2.0,1.0,249.0,Schöneberg,2,350
13711,none,52.50049,13.418389999999999,Apartment,Private room,2,1.0,1.0,27.0,Kreuzberg,2,4
13712,none,52.538109999999996,13.42661,Apartment,Entire home/apt,2,1.0,1.0,65.0,Prenzlauer Berg,1,7
13713,none,52.473369999999996,13.442379999999998,Apartment,Private room,2,1.0,1.0,17.0,Neukölln,3,20
13714,none,52.48053,13.320620000000002,Apartment,Private room,2,1.0,1.0,75.0,Wilmersdorf,2,1125
13715,none,52.526309999999995,13.302779999999998,Apartment,Entire home/apt,3,1.0,1.0,74.0,Charlottenburg,2,1125
13716,none,52.49193,13.4316,Apartment,Private room,2,1.0,1.0,35.0,Neukölln,3,40
13717,none,52.54883,13.36041,Apartment,Private room,2,1.0,1.0,28.0,Wedding,4,30
13718,none,52.49555,13.419620000000002,Apartment,Entire home/apt,3,1.0,1.0,90.0,Kreuzberg,2,1125
13719,none,52.50974,13.255279999999999,Apartment,Private room,1,1.0,1.0,25.0,Westend,3,1125
13720,none,52.46398000000001,13.44346,Apartment,Private room,2,1.5,1.0,39.0,Neukölln,1,1125
13721,none,52.4872,13.354829999999998,Apartment,Private room,1,1.0,1.0,50.0,Schöneberg,2,1125
13722,none,52.510130000000004,13.315439999999999,Apartment,Private room,4,1.0,1.0,69.0,Charlottenburg,2,7
13723,none,52.54155,13.370820000000002,Apartment,Private room,2,2.0,1.0,33.0,Wedding,3,1125
13724,none,52.47093,13.44162,Apartment,Private room,2,1.0,0.0,20.0,Neukölln,2,10
13725,none,52.526,13.411879999999998,Apartment,Private room,2,1.5,1.0,64.0,Mitte,2,1124
13726,none,52.52998,13.33676,Apartment,Private room,3,1.0,1.0,34.0,Moabit,3,10
13727,none,52.5253,13.303270000000001,Apartment,Entire home/apt,3,1.0,0.0,79.0,Charlottenburg,2,1125
13728,none,52.52265,13.33898,Apartment,Private room,1,1.0,1.0,25.0,Moabit,5,1125
13729,none,52.47987,13.45137,Apartment,Private room,2,1.0,1.0,24.0,Neukölln,2,14
13730,none,52.52074,13.45398,Apartment,Private room,2,1.0,1.0,20.0,Friedrichshain,1,30
13731,none,52.53037,13.32681,Apartment,Private room,2,1.0,1.0,30.0,Moabit,3,1125
13732,none,52.55019,13.354970000000002,Apartment,Private room,2,1.0,1.0,20.0,Wedding,7,1125
13733,none,52.49273,13.44811,Apartment,Private room,2,2.0,1.0,65.0,Alt-Treptow,2,1125
13734,none,52.50574,13.3988,Condominium,Private room,2,1.0,1.0,45.0,Kreuzberg,2,4
13735,none,52.5464,13.4244,Apartment,Entire home/apt,2,1.0,0.0,60.0,Prenzlauer Berg,2,7
13736,none,52.469609999999996,13.386610000000001,Apartment,Private room,3,1.0,1.0,45.0,Tempelhof,3,10
13737,none,52.4667,13.42225,Apartment,Entire home/apt,2,1.0,1.0,56.0,Neukölln,3,1124
13738,none,52.48916,13.386510000000001,Apartment,Private room,1,1.0,1.0,28.0,Kreuzberg,7,1125
13739,none,52.532509999999995,13.43004,Apartment,Entire home/apt,9,1.0,3.0,200.0,Prenzlauer Berg,1,1125
13740,none,52.55146,13.405660000000001,Apartment,Entire home/apt,2,1.0,0.0,90.0,Prenzlauer Berg,1,7
13741,none,52.53168,13.403410000000001,Apartment,Private room,1,1.0,1.0,28.0,Mitte,2,90
13742,none,52.52395,13.41797,Serviced apartment,Entire home/apt,2,1.0,1.0,146.0,Mitte,2,1125
13743,none,52.48582,13.427979999999998,Apartment,Private room,2,1.0,1.0,20.0,Neukölln,3,7
13744,none,52.525780000000005,13.326839999999999,Apartment,Private room,3,1.0,1.0,35.0,Moabit,1,7
13745,none,52.55526999999999,13.41342,Condominium,Private room,1,1.0,0.0,20.0,Prenzlauer Berg,1,3
13746,none,52.48528,13.423589999999999,Apartment,Private room,2,1.0,1.0,55.0,Neukölln,2,30
13749,none,52.46058000000001,13.378420000000002,Apartment,Private room,1,1.0,0.0,25.0,Tempelhof,7,30
13750,none,52.493190000000006,13.34004,Apartment,Private room,2,1.0,1.0,19.0,Schöneberg,5,17
13751,none,52.51005,13.26948,Apartment,Entire home/apt,4,1.0,1.0,55.0,Westend,3,1125
13752,none,52.534319999999994,13.43476,Apartment,Private room,2,2.0,1.0,45.0,Prenzlauer Berg,1,1125
13753,none,52.4528,13.15359,Guest suite,Private room,2,1.0,1.0,48.0,Kladow,2,7
13754,none,52.52526999999999,13.30809,Apartment,Private room,2,1.0,1.0,30.0,Charlottenburg,5,1125
13757,none,52.501709999999996,13.42995,Condominium,Private room,2,1.0,1.0,20.0,Kreuzberg,4,1125
13758,none,52.501419999999996,13.428529999999999,Apartment,Entire home/apt,4,1.0,1.0,60.0,Kreuzberg,4,1125
13760,none,52.496069999999996,13.43525,Apartment,Private room,2,1.5,1.0,20.0,Kreuzberg,4,1125
13761,none,52.50918000000001,13.37447,Condominium,Entire home/apt,4,1.0,1.0,268.0,Potsdamer Platz,2,1125
13762,none,52.50626,13.464279999999999,Apartment,Private room,1,1.0,1.0,35.0,Friedrichshain,1,6
13763,none,52.46545,13.42504,Apartment,Private room,2,1.0,1.0,18.0,Neukölln,3,18
13764,none,52.50873000000001,13.45602,Apartment,Private room,3,1.0,1.0,29.0,Friedrichshain,2,90
13765,none,52.51466,13.295729999999999,Apartment,Private room,2,1.0,1.0,50.0,Charlottenburg,1,5
13767,none,52.472919999999995,13.420670000000001,Apartment,Entire home/apt,3,1.0,1.0,70.0,Neukölln,4,21
13768,none,52.48693000000001,13.527460000000001,Loft,Entire home/apt,3,1.0,1.0,60.0,Karlshorst,7,50
13769,none,52.53317,13.39989,Apartment,Entire home/apt,3,1.0,0.0,49.0,Mitte,6,1125
13770,none,52.493069999999996,13.348970000000001,Apartment,Private room,1,1.0,1.0,30.0,Schöneberg,2,30
13771,none,52.55596,13.391979999999998,Apartment,Entire home/apt,5,1.0,1.0,69.0,Wedding,3,20
13772,none,52.53385,13.44426,Apartment,Private room,1,1.0,1.0,25.0,Prenzlauer Berg,4,1125
13773,none,52.5434,13.4158,Apartment,Entire home/apt,2,1.0,1.0,45.0,Prenzlauer Berg,1,1125
13774,none,52.466330000000006,13.49351,Apartment,Private room,3,1.0,1.0,55.0,Baumschulenweg,3,1125
13775,none,52.5611,13.41637,Apartment,Entire home/apt,1,1.0,0.0,23.0,Pankow,1,1125
13776,none,52.499069999999996,13.2938,Apartment,Entire home/apt,5,2.0,3.0,150.0,Halensee,7,7
13778,none,52.536480000000005,13.43873,Apartment,Private room,1,1.0,1.0,16.0,Prenzlauer Berg,2,7
13779,none,52.49043,13.3633,Apartment,Entire home/apt,4,1.0,0.0,49.0,Schöneberg,1,1125
13780,none,52.54115,13.41239,Apartment,Entire home/apt,2,1.0,1.0,40.0,Prenzlauer Berg,3,6
13781,none,52.509730000000005,13.62227,Guesthouse,Entire home/apt,3,2.0,2.0,64.0,Mahlsdorf,2,90
13782,none,52.55443,13.41823,Apartment,Private room,2,1.0,1.0,19.0,Pankow,5,50
13784,none,52.5458,13.439770000000001,Apartment,Private room,2,1.0,1.0,40.0,Prenzlauer Berg,2,1125
13785,none,52.54479,13.4194,Apartment,Entire home/apt,5,1.0,2.0,150.0,Prenzlauer Berg,5,1125
13786,none,52.55474,13.405170000000002,Apartment,Entire home/apt,2,1.0,0.0,45.0,Prenzlauer Berg,7,1125
13788,none,52.505759999999995,13.4693,Apartment,Entire home/apt,3,1.0,1.0,100.0,Friedrichshain,4,1125
13789,none,52.512440000000005,13.47011,Apartment,Private room,2,1.5,1.0,37.0,Friedrichshain,3,14
13790,none,52.54855,13.34556,Apartment,Entire home/apt,3,1.0,2.0,40.0,Wedding,2,30
13791,none,52.55395,13.404589999999999,Apartment,Entire home/apt,6,1.0,3.0,200.0,Prenzlauer Berg,3,90
13792,none,52.47141,13.428220000000001,Apartment,Private room,2,1.0,1.0,45.0,Neukölln,1,3
13793,none,52.47237,13.449860000000001,Apartment,Private room,2,1.0,1.0,35.0,Neukölln,2,30
13794,none,52.50585,13.466320000000001,Apartment,Entire home/apt,3,1.0,2.0,107.0,Friedrichshain,3,6
13795,none,52.529630000000004,13.405370000000001,Apartment,Private room,1,1.0,1.0,42.0,Mitte,2,60
13796,none,52.561840000000004,13.360929999999998,Apartment,Private room,2,1.0,1.0,40.0,Reinickendorf,4,1125
13797,none,52.5239,13.41802,Serviced apartment,Entire home/apt,2,1.0,0.0,134.0,Mitte,3,1125
13798,none,52.548880000000004,13.402079999999998,Apartment,Entire home/apt,7,2.0,4.0,188.0,Prenzlauer Berg,3,1125
