,experiences_offered,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,price,neighbourhood,minimum_nights,maximum_nights
21615,none,52.54916,13.40974,Serviced apartment,Entire home/apt,2,1.0,1.0,53.0,Prenzlauer Berg,1,365
21616,none,52.52774,13.38649,Serviced apartment,Entire home/apt,3,1.0,1.0,53.0,Mitte,1,365
21617,none,52.52734,13.387960000000001,Serviced apartment,Entire home/apt,3,1.0,1.0,53.0,Mitte,1,365
21618,none,52.528580000000005,13.387310000000001,Serviced apartment,Entire home/apt,3,1.0,1.0,53.0,Mitte,1,365
21619,none,52.509609999999995,13.43278,Apartment,Private room,2,1.0,1.0,49.0,Friedrichshain,4,180
21621,none,52.51886,13.456529999999999,Apartment,Private room,2,1.0,1.0,60.0,Friedrichshain,2,5
21622,none,52.53859,13.39739,Apartment,Private room,2,1.0,1.0,30.0,Wedding,3,7
21623,none,52.513940000000005,13.460220000000001,Apartment,Entire home/apt,6,1.0,0.0,79.0,Friedrichshain,1,1125
21624,none,52.48432,13.46814,Apartment,Private room,5,1.0,2.0,90.0,Plänterwald,1,1125
21625,none,52.46516999999999,13.444329999999999,Apartment,Private room,1,2.0,1.0,30.0,Neukölln,4,1125
21626,none,52.50578,13.39006,Apartment,Entire home/apt,2,1.0,1.0,120.0,Kreuzberg,3,8
21627,none,52.47391,13.420720000000001,Apartment,Private room,4,1.0,1.0,65.0,Neukölln,3,15
21628,none,52.47384,13.45144,Apartment,Entire home/apt,2,1.5,1.0,50.0,Neukölln,2,1125
21629,none,52.49061999999999,13.41615,Apartment,Private room,2,1.0,1.0,45.0,Kreuzberg,1,1125
21630,none,52.5323,13.38084,Apartment,Private room,2,1.0,1.0,40.0,Mitte,2,28
21633,none,52.46527,13.44341,Apartment,Private room,2,1.0,1.0,70.0,Neukölln,2,10
21634,none,52.53012,13.38928,Apartment,Entire home/apt,2,1.0,1.0,42.0,Mitte,3,1125
21636,none,52.51266999999999,13.453079999999998,Apartment,Private room,2,1.0,1.0,48.0,Friedrichshain,5,31
21637,none,52.4976,13.40557,Condominium,Entire home/apt,3,1.0,2.0,40.0,Kreuzberg,3,90
21638,none,52.515269999999994,13.482339999999999,Apartment,Private room,1,1.0,1.0,29.0,Lichtenberg,2,3
21639,none,52.51027,13.45646,Apartment,Private room,2,1.0,1.0,100.0,Friedrichshain,2,1125
21640,none,52.50962,13.503829999999999,Apartment,Private room,2,1.0,1.0,35.0,Friedrichsfelde,1,10
21641,none,52.5236,13.47706,Apartment,Entire home/apt,1,1.0,0.0,70.0,Fennpfuhl,2,1125
21643,none,52.51033,13.50204,Apartment,Entire home/apt,7,1.0,3.0,160.0,Rummelsburg,1,1125
21644,none,52.53013000000001,13.40787,Apartment,Private room,2,1.0,1.0,80.0,Prenzlauer Berg,2,1125
21645,none,52.49531999999999,13.41951,Apartment,Private room,4,1.0,2.0,65.0,Kreuzberg,2,1125
21647,none,52.493809999999996,13.322729999999998,Apartment,Private room,2,1.0,1.0,60.0,Wilmersdorf,4,1125
21648,none,52.49276,13.438529999999998,Condominium,Private room,1,1.0,1.0,25.0,Kreuzberg,1,1125
21649,none,52.493430000000004,13.365329999999998,Apartment,Private room,2,1.0,1.0,50.0,Schöneberg,2,14
21650,none,52.520669999999996,13.45391,Apartment,Private room,4,1.0,1.0,50.0,Friedrichshain,1,1125
21651,none,52.51011999999999,13.40264,Apartment,Private room,2,1.0,1.0,40.0,Mitte,4,1125
21653,none,52.497969999999995,13.43946,Apartment,Entire home/apt,7,1.0,2.0,250.0,Kreuzberg,2,28
21654,none,52.468469999999996,13.422229999999999,Apartment,Entire home/apt,2,1.0,0.0,45.0,Neukölln,7,1125
21655,none,52.518330000000006,13.468729999999999,Apartment,Entire home/apt,2,1.0,1.0,100.0,Friedrichshain,1,1125
21656,none,52.5126,13.47131,Apartment,Private room,1,1.0,1.0,52.0,Friedrichshain,4,1125
21657,none,52.53736,13.41566,Apartment,Entire home/apt,2,1.0,1.0,94.0,Prenzlauer Berg,2,1125
21658,none,52.58843,13.43879,House,Private room,2,1.0,1.0,35.0,Blankenburg,2,1125
21659,none,52.529959999999996,13.326670000000002,Apartment,Entire home/apt,4,1.0,2.0,139.0,Moabit,2,1125
21660,none,52.47845,13.32955,Apartment,Private room,2,1.0,1.0,35.0,Wilmersdorf,1,3
21661,none,52.48398,13.3603,House,Entire home/apt,2,1.0,1.0,70.0,Schöneberg,2,1125
21662,none,52.53633000000001,13.43612,Apartment,Private room,1,1.0,0.0,25.0,Prenzlauer Berg,3,8
21663,none,52.52251999999999,13.301329999999998,Apartment,Entire home/apt,4,1.0,2.0,100.0,Charlottenburg,2,1125
21664,none,52.5167,13.31605,Apartment,Entire home/apt,2,1.0,0.0,46.0,Charlottenburg,1,20
21665,none,52.532,13.41044,Apartment,Private room,1,1.0,1.0,29.0,Prenzlauer Berg,1,1125
21666,none,52.47608,13.32579,Apartment,Entire home/apt,4,1.0,2.0,120.0,Friedenau,5,1125
21667,none,52.50586,13.31055,Apartment,Entire home/apt,2,1.0,1.0,65.0,Charlottenburg,5,1125
21668,none,52.537659999999995,13.408479999999999,Aparthotel,Private room,5,1.0,0.0,90.0,Prenzlauer Berg,1,1125
21669,none,52.50926,13.4589,Condominium,Entire home/apt,4,1.0,1.0,150.0,Friedrichshain,3,1125
21670,none,52.555240000000005,13.43114,Apartment,Private room,2,1.0,1.0,24.0,Weißensee,1,1125
21671,none,52.509240000000005,13.46769,Apartment,Private room,2,1.0,1.0,75.0,Friedrichshain,7,1125
21672,none,52.554959999999994,13.44074,Apartment,Entire home/apt,3,1.0,1.0,50.0,Weißensee,3,1125
21673,none,52.542880000000004,13.42632,Apartment,Entire home/apt,2,1.0,1.0,85.0,Prenzlauer Berg,1,28
21674,none,52.41881,13.316529999999998,Townhouse,Private room,2,1.0,1.0,35.0,Lichterfelde,1,26
21675,none,52.55503,13.445479999999998,Apartment,Entire home/apt,4,1.0,1.0,41.0,Weißensee,1,15
21676,none,52.50391,13.422329999999999,Apartment,Private room,2,1.0,1.0,59.0,Kreuzberg,3,1125
21677,none,52.50358000000001,13.410329999999998,Apartment,Entire home/apt,4,1.0,0.0,145.0,Kreuzberg,2,180
21679,none,52.44724,13.56991,Apartment,Entire home/apt,4,1.0,1.0,160.0,Köpenick,1,1125
21680,none,52.48155,13.48197,Apartment,Shared room,1,1.0,1.0,35.0,Plänterwald,1,3
21681,none,52.523869999999995,13.45229,Apartment,Entire home/apt,4,1.0,1.0,86.0,Friedrichshain,2,1125
21682,none,52.4678,13.434239999999999,Apartment,Entire home/apt,2,1.0,1.0,50.0,Neukölln,1,1125
21683,none,52.49016999999999,13.342279999999999,Apartment,Entire home/apt,3,1.5,1.0,90.0,Schöneberg,1,30
21684,none,52.511630000000004,13.46945,Apartment,Private room,2,1.0,1.0,50.0,Friedrichshain,1,7
21685,none,52.471759999999996,13.43405,Apartment,Entire home/apt,2,1.0,1.0,70.0,Neukölln,3,1125
21686,none,52.490359999999995,13.42847,Apartment,Entire home/apt,4,1.0,1.0,60.0,Neukölln,1,1125
21687,none,52.56449,13.349920000000001,Apartment,Private room,1,1.0,1.0,30.0,Reinickendorf,1,1125
21688,none,52.511759999999995,13.46265,Apartment,Private room,2,1.0,1.0,45.0,Friedrichshain,1,60
21689,none,52.518240000000006,13.53377,Apartment,Entire home/apt,4,1.0,1.0,90.0,Marzahn,2,365
21690,none,52.4803,13.421879999999998,Loft,Entire home/apt,2,1.0,0.0,35.0,Neukölln,2,15
21691,none,52.496069999999996,13.43914,Apartment,Entire home/apt,4,1.0,1.0,70.0,Kreuzberg,2,1125
21692,none,52.5401,13.34725,Apartment,Private room,1,1.0,1.0,22.0,Wedding,1,1125
21693,none,52.53565,13.41665,Apartment,Entire home/apt,6,1.0,2.0,88.0,Prenzlauer Berg,1,1125
21694,none,52.50156,13.35927,Apartment,Entire home/apt,3,1.0,0.0,44.0,Tiergarten,1,14
21696,none,52.482209999999995,13.433539999999999,Apartment,Private room,2,1.0,1.0,50.0,Neukölln,1,1125
21698,none,52.528,13.41368,Apartment,Entire home/apt,4,1.0,1.0,75.0,Prenzlauer Berg,1,60
21699,none,52.50035,13.442879999999999,Apartment,Entire home/apt,2,1.0,1.0,49.0,Kreuzberg,5,20
21700,none,52.47792,13.12396,Apartment,Entire home/apt,2,1.0,1.0,42.0,Kladow,2,10
21701,none,52.47322,13.42659,Apartment,Private room,2,1.0,0.0,45.0,Neukölln,1,1125
21702,none,52.54506,13.4433,Apartment,Private room,4,1.0,1.0,35.0,Prenzlauer Berg,1,3
21703,none,52.52718,13.5579,Apartment,Entire home/apt,1,1.0,1.0,25.0,Biesdorf,7,30
21704,none,52.50669,13.466820000000002,Condominium,Private room,2,1.0,0.0,55.0,Friedrichshain,3,1125
21705,none,52.47844,13.425820000000002,Apartment,Private room,3,1.0,0.0,100.0,Neukölln,2,1125
21706,none,52.51255,13.452929999999999,Apartment,Entire home/apt,4,1.0,1.0,119.0,Friedrichshain,2,1125
21707,none,52.50131999999999,13.432789999999999,Apartment,Entire home/apt,2,1.0,0.0,130.0,Kreuzberg,2,1125
21708,none,52.530469999999994,13.567039999999999,Apartment,Entire home/apt,2,1.0,0.0,45.0,Biesdorf,2,1125
21709,none,52.55927,13.37747,Apartment,Private room,2,1.0,1.0,25.0,Wedding,1,1125
21710,none,52.50708,13.292270000000002,Apartment,Private room,2,2.0,1.0,25.0,Charlottenburg,1,13
21711,none,52.48432,13.430979999999998,Apartment,Private room,2,1.0,1.0,32.0,Neukölln,3,90
21712,none,52.508109999999995,13.30476,Apartment,Private room,2,1.0,1.0,40.0,Charlottenburg,5,120
21713,none,52.523999999999994,13.404129999999999,Apartment,Private room,4,1.0,1.0,30.0,Mitte,3,90
21714,none,52.52316,13.44875,Apartment,Private room,2,1.0,1.0,40.0,Friedrichshain,2,155
21715,none,52.43772,13.758420000000001,Apartment,Entire home/apt,5,1.0,2.0,60.0,Rahnsdorf,2,1125
21717,none,52.48197,13.4431,Apartment,Entire home/apt,3,1.0,1.0,90.0,Neukölln,2,5
21718,none,52.49944,13.45917,Apartment,Private room,2,1.0,1.0,50.0,Friedrichshain,3,20
21719,none,52.47608,13.447429999999999,Apartment,Private room,2,1.0,0.0,70.0,Neukölln,2,4
21720,none,52.47959,13.335629999999998,Apartment,Entire home/apt,3,1.0,1.0,72.0,Wilmersdorf,1,1125
21722,none,52.58784,13.401860000000001,Apartment,Private room,2,1.0,1.0,30.0,Niederschönhausen,2,7
21723,none,52.55236,13.377479999999998,Apartment,Private room,2,1.0,1.0,40.0,Wedding,1,1125
21724,none,52.5176,13.456570000000001,Apartment,Entire home/apt,2,1.0,1.0,45.0,Friedrichshain,2,4
21725,none,52.555530000000005,13.415370000000001,House,Private room,3,1.0,1.0,40.0,Pankow,2,1125
21727,none,52.57643,13.35495,Apartment,Entire home/apt,3,1.0,1.0,50.0,Reinickendorf,2,7
21728,none,52.58181,13.34399,Apartment,Entire home/apt,4,1.0,2.0,27.0,Wittenau,1,1125
21729,none,52.41645,13.5331,Apartment,Entire home/apt,2,1.0,0.0,30.0,Altglienicke,1,1125
21730,none,52.54461,13.438620000000002,Apartment,Private room,2,1.0,2.0,80.0,Prenzlauer Berg,2,8
21731,none,52.54453,13.514729999999998,Apartment,Entire home/apt,4,1.0,2.0,21.0,Alt-Hohenschönhausen,1,1125
21732,none,52.522659999999995,13.45149,Apartment,Private room,2,1.0,1.0,50.0,Friedrichshain,2,14
21733,none,52.49053000000001,13.39811,Apartment,Entire home/apt,4,1.0,1.0,120.0,Kreuzberg,1,5
21734,none,52.47961,13.5212,Apartment,Entire home/apt,4,1.0,2.0,60.0,Karlshorst,6,30
21735,none,52.49188,13.39889,Apartment,Entire home/apt,4,1.0,1.0,100.0,Kreuzberg,1,1125
21736,none,52.534890000000004,13.34573,Apartment,Private room,2,1.0,1.0,50.0,Moabit,2,30
21737,none,52.5598,13.4429,Apartment,Entire home/apt,3,1.0,1.0,69.0,Weißensee,2,1125
21738,none,52.48851,13.340329999999998,Apartment,Entire home/apt,5,1.0,2.0,120.0,Schöneberg,3,150
21739,none,52.5107,13.47279,Apartment,Entire home/apt,2,1.0,1.0,49.0,Friedrichshain,3,26
21740,none,52.470119999999994,13.43984,Apartment,Private room,2,1.0,1.0,40.0,Neukölln,4,18
21741,none,52.5035,13.41819,Apartment,Private room,2,1.0,1.0,50.0,Kreuzberg,1,3
21742,none,52.497769999999996,13.420320000000002,Apartment,Private room,2,2.5,1.0,26.0,Kreuzberg,3,5
21743,none,52.4643,13.31461,Apartment,Shared room,2,1.0,1.0,25.0,Steglitz,1,6
21744,none,52.520109999999995,13.438579999999998,Apartment,Private room,2,1.0,1.0,75.0,Friedrichshain,3,1125
21745,none,52.510630000000006,13.389879999999998,Apartment,Entire home/apt,2,1.0,1.0,74.0,Mitte,1,1125
21746,none,52.496809999999996,13.30675,Apartment,Entire home/apt,6,1.5,3.0,125.0,Wilmersdorf,4,1125
21747,none,52.53154,13.398370000000002,Apartment,Entire home/apt,2,1.0,1.0,130.0,Mitte,3,14
21748,none,52.47489,13.45434,Apartment,Private room,2,1.0,1.0,30.0,Neukölln,1,1125
21749,none,52.49569,13.42332,Apartment,Entire home/apt,3,1.0,1.0,95.0,Kreuzberg,1,1125
21750,none,52.4861,13.42755,Apartment,Private room,4,1.0,1.0,75.0,Neukölln,2,8
21751,none,52.57343,13.390329999999999,Apartment,Entire home/apt,2,1.0,0.0,95.0,Niederschönhausen,1,1125
21752,none,52.5314,13.32735,Apartment,Private room,2,1.0,1.0,80.0,Moabit,1,1125
21753,none,52.484869999999994,13.428420000000001,Apartment,Private room,4,1.0,1.0,75.0,Neukölln,2,8
21754,none,52.484730000000006,13.429820000000001,Apartment,Private room,4,1.0,1.0,75.0,Neukölln,2,8
21755,none,52.54445,13.420720000000001,Apartment,Private room,2,1.5,1.0,29.0,Prenzlauer Berg,1,1125
21756,none,52.552130000000005,13.372570000000001,Loft,Entire home/apt,3,1.0,1.0,75.0,Wedding,7,1125
21757,none,52.53031,13.429910000000001,Apartment,Private room,2,1.0,1.0,60.0,Prenzlauer Berg,2,1125
21759,none,52.516780000000004,13.441139999999999,Apartment,Private room,2,1.0,1.0,33.0,Friedrichshain,2,1125
21760,none,52.48206,13.362210000000001,Apartment,Entire home/apt,2,1.0,1.0,36.0,Schöneberg,2,10
21761,none,52.50858,13.42186,Condominium,Private room,2,1.5,1.0,100.0,Mitte,2,1125
21762,none,52.5519,13.41453,Apartment,Entire home/apt,2,1.0,1.0,70.0,Prenzlauer Berg,3,1125
21763,none,52.493469999999995,13.424710000000001,Apartment,Entire home/apt,2,1.0,1.0,65.0,Neukölln,3,30
21764,none,52.51732,13.464789999999999,Apartment,Entire home/apt,5,1.0,1.0,100.0,Friedrichshain,3,50
21765,none,52.513659999999994,13.45859,Apartment,Entire home/apt,2,1.0,1.0,85.0,Friedrichshain,1,32
21766,none,52.47806,13.438770000000002,Apartment,Private room,3,1.0,1.0,22.0,Neukölln,1,4
21767,none,52.540569999999995,13.4389,Apartment,Entire home/apt,2,1.0,1.0,130.0,Prenzlauer Berg,5,9
21768,none,52.537380000000006,13.40845,Boutique hotel,Private room,2,1.0,1.0,85.0,Prenzlauer Berg,2,31
21769,none,52.53765,13.410260000000001,Boutique hotel,Private room,2,1.0,1.0,85.0,Prenzlauer Berg,2,31
21770,none,52.55265,13.405610000000001,Apartment,Entire home/apt,2,1.0,0.0,43.0,Prenzlauer Berg,5,16
21771,none,52.542080000000006,13.355479999999998,Apartment,Entire home/apt,2,1.0,0.0,40.0,Wedding,4,1125
21772,none,52.43264,13.695429999999998,Bungalow,Entire home/apt,4,1.0,2.0,50.0,Rahnsdorf,6,360
21773,none,52.512609999999995,13.290920000000002,Apartment,Private room,2,1.0,1.0,60.0,Charlottenburg,4,1125
21774,none,52.46989,13.436020000000001,Apartment,Private room,2,1.0,1.0,45.0,Neukölln,1,1125
21775,none,52.510419999999996,13.4594,Apartment,Entire home/apt,2,1.0,1.0,50.0,Friedrichshain,1,3
21777,none,52.493230000000004,13.420829999999999,Apartment,Private room,2,1.0,0.0,25.0,Kreuzberg,1,7
21778,none,52.53768,13.410520000000002,Apartment,Private room,2,1.0,1.0,40.0,Prenzlauer Berg,2,1125
21779,none,52.552519999999994,13.375110000000001,Apartment,Private room,2,1.0,1.0,60.0,Wedding,2,365
21782,none,52.481919999999995,13.42769,Apartment,Private room,1,1.0,1.0,45.0,Neukölln,4,1125
21785,none,52.556180000000005,13.47015,Apartment,Private room,4,1.0,1.0,60.0,Weißensee,1,30
21787,none,52.55605,13.224829999999999,Houseboat,Entire home/apt,2,1.0,1.0,80.0,Haselhorst,1,3
21788,none,52.5692,13.3978,Apartment,Entire home/apt,3,1.0,1.0,110.0,Pankow,4,28
21789,none,52.50946,13.398010000000001,Apartment,Entire home/apt,4,1.5,2.0,150.0,Mitte,1,1125
21791,none,52.5044,13.41431,House,Entire home/apt,3,1.0,1.0,85.0,Mitte,3,1125
21792,none,52.60221,13.364370000000001,Apartment,Entire home/apt,2,1.0,0.0,50.0,Märkisches Viertel,1,1125
21794,none,52.54164,13.39662,Apartment,Private room,2,1.0,1.0,50.0,Wedding,1,1125
21795,none,52.55149,13.37975,Apartment,Private room,2,1.0,1.0,30.0,Wedding,4,1125
21796,none,52.54606,13.35803,Apartment,Private room,2,1.0,1.0,55.0,Wedding,2,1125
21797,none,52.48681,13.38561,Apartment,Entire home/apt,2,1.0,1.0,75.0,Kreuzberg,6,1125
21798,none,52.52543000000001,13.407589999999999,Apartment,Private room,2,1.0,1.0,49.0,Mitte,3,7
21799,none,52.500859999999996,13.440389999999999,Apartment,Private room,2,1.0,1.0,35.0,Kreuzberg,3,14
21800,none,52.48686,13.4381,Apartment,Private room,3,1.0,1.0,35.0,Neukölln,3,1125
21801,none,52.5009,13.3196,Apartment,Private room,2,1.0,1.0,50.0,Charlottenburg,2,5
21802,none,52.51728000000001,13.46509,Apartment,Entire home/apt,5,1.0,1.0,100.0,Friedrichshain,3,50
21803,none,52.42173,13.325239999999999,Apartment,Entire home/apt,3,1.0,1.0,35.0,Lichterfelde,2,31
21804,none,52.542080000000006,13.413129999999999,Apartment,Entire home/apt,4,1.0,2.0,199.0,Prenzlauer Berg,2,1125
21805,none,52.502390000000005,13.506820000000001,Apartment,Private room,6,1.0,1.0,35.0,Friedrichsfelde,3,1125
21806,none,52.530930000000005,13.35021,Apartment,Entire home/apt,8,1.0,2.0,140.0,Moabit,3,1125
21807,none,52.54605,13.412139999999999,Apartment,Private room,2,1.0,1.0,40.0,Prenzlauer Berg,3,1125
21808,none,52.53244,13.40661,Apartment,Private room,4,2.0,1.0,49.0,Prenzlauer Berg,1,1125
21809,none,52.4922,13.42971,Apartment,Private room,4,1.0,2.0,74.0,Neukölln,2,1125
21810,none,52.55316,13.4291,Apartment,Entire home/apt,2,1.0,1.0,47.0,Pankow,1,1125
21811,none,52.51643000000001,13.564010000000001,Apartment,Private room,2,1.0,1.0,38.0,Biesdorf,1,5
21812,none,52.469530000000006,13.421729999999998,Apartment,Shared room,2,1.0,1.0,35.0,Neukölln,2,4
21813,none,52.478159999999995,13.425889999999999,Apartment,Entire home/apt,2,1.0,1.0,68.0,Neukölln,2,1125
21814,none,52.493140000000004,13.42955,Apartment,Private room,1,1.0,1.0,49.0,Neukölln,2,1125
21815,none,52.509840000000004,13.46089,Apartment,Private room,2,1.0,1.0,45.0,Friedrichshain,2,6
21816,none,52.475269999999995,13.450320000000001,Apartment,Private room,2,1.0,1.0,25.0,Neukölln,6,6
21817,none,52.483509999999995,13.353179999999998,Apartment,Private room,2,1.0,1.0,96.0,Schöneberg,2,1125
21818,none,52.51625,13.459320000000002,Apartment,Private room,4,1.5,1.0,50.0,Friedrichshain,2,5
21819,none,52.480419999999995,13.32006,Apartment,Entire home/apt,2,1.0,1.0,70.0,Wilmersdorf,7,30
21820,none,52.49633000000001,13.351729999999998,Apartment,Private room,2,1.0,1.0,35.0,Schöneberg,3,14
21821,none,52.53275,13.37995,Loft,Entire home/apt,3,1.0,0.0,140.0,Mitte,4,190
21822,none,52.53199,13.360529999999999,Apartment,Entire home/apt,3,1.0,1.0,150.0,Moabit,6,1125
21823,none,52.610769999999995,13.473770000000002,Hotel,Private room,4,1.0,1.0,118.0,Karow,1,1125
21824,none,52.5079,13.50252,Apartment,Private room,2,1.0,1.0,25.0,Rummelsburg,1,1125
21825,none,52.5236,13.44902,Apartment,Entire home/apt,9,1.0,2.0,139.0,Friedrichshain,3,360
21826,none,52.50764,13.45335,Apartment,Private room,4,1.0,1.0,120.0,Friedrichshain,1,1125
21827,none,52.46014,13.322579999999999,Apartment,Private room,2,1.0,1.0,35.0,Steglitz,1,1125
21828,none,52.541540000000005,13.371229999999999,Apartment,Private room,1,1.5,1.0,60.0,Wedding,2,1125
21829,none,52.457530000000006,13.51327,Apartment,Entire home/apt,2,1.0,1.0,45.0,Niederschöneweide,7,1125
21830,none,52.493140000000004,13.41615,Apartment,Entire home/apt,3,1.5,2.0,180.0,Kreuzberg,5,25
21831,none,52.49233,13.37015,Condominium,Private room,2,1.0,1.0,50.0,Schöneberg,2,3
21832,none,52.570209999999996,13.3696,Apartment,Entire home/apt,2,1.0,1.0,55.0,Reinickendorf,1,1125
21833,none,52.53804,13.4343,Apartment,Private room,2,1.0,1.0,40.0,Prenzlauer Berg,1,15
21834,none,52.552330000000005,13.40104,Apartment,Private room,2,1.0,1.0,50.0,Prenzlauer Berg,5,1125
21835,none,52.52264,13.32324,Apartment,Entire home/apt,7,1.0,3.0,150.0,Charlottenburg,1,1125
21836,none,52.550290000000004,13.4006,Apartment,Private room,2,1.0,1.0,40.0,Prenzlauer Berg,2,150
21837,none,52.49723,13.424079999999998,Loft,Entire home/apt,4,1.0,1.0,105.0,Kreuzberg,1,1125
21838,none,52.505630000000004,13.306610000000001,Apartment,Private room,2,1.0,1.0,50.0,Charlottenburg,1,8
21839,none,52.4913,13.542420000000002,House,Private room,2,1.0,1.0,39.0,Karlshorst,2,14
21840,none,52.49661999999999,13.399429999999999,Apartment,Entire home/apt,2,1.0,0.0,60.0,Kreuzberg,2,1125
21841,none,52.5513,13.359279999999998,Apartment,Entire home/apt,2,1.0,1.0,62.0,Wedding,1,7
21842,none,52.525569999999995,13.450170000000002,Apartment,Private room,2,1.0,1.0,37.0,Friedrichshain,1,1125
21843,none,52.5196,13.46403,Apartment,Private room,2,1.0,1.0,25.0,Friedrichshain,5,30
21844,none,52.55669,13.39533,Apartment,Entire home/apt,2,1.0,1.0,35.0,Wedding,2,1125
21845,none,52.50865,13.46638,Apartment,Private room,2,1.0,1.0,120.0,Friedrichshain,2,60
21846,none,52.54034,13.34781,Apartment,Entire home/apt,2,1.0,1.0,58.0,Wedding,3,5
21847,none,52.48985,13.443179999999998,Apartment,Entire home/apt,6,2.0,3.0,100.0,Alt-Treptow,5,1125
21849,none,52.56166999999999,13.361120000000001,Apartment,Entire home/apt,3,1.0,1.0,50.0,Reinickendorf,2,60
21851,none,52.479519999999994,13.34375,Apartment,Entire home/apt,4,1.0,2.0,200.0,Schöneberg,2,1125
21852,none,52.506809999999994,13.2025,Apartment,Private room,2,1.0,1.0,130.0,Wilhelmstadt,2,1125
21853,none,52.4834,13.439160000000001,Apartment,Entire home/apt,2,1.0,1.0,70.0,Neukölln,3,1125
21854,none,52.509409999999995,13.391689999999999,Apartment,Entire home/apt,6,1.0,2.0,114.0,Mitte,1,60
21856,none,52.47444,13.45385,Apartment,Private room,2,1.0,1.0,55.0,Neukölln,2,7
21857,none,52.5416,13.371820000000001,Apartment,Private room,1,1.0,1.0,30.0,Wedding,2,1125
21858,none,52.489819999999995,13.42179,Apartment,Entire home/apt,4,1.0,1.0,85.0,Kreuzberg,6,10
21859,none,52.46695,13.4882,Apartment,Entire home/apt,2,1.0,1.0,41.0,Baumschulenweg,1,8
21860,none,52.5422,13.425670000000002,Apartment,Private room,2,1.0,1.0,65.0,Prenzlauer Berg,4,15
21861,none,52.511469999999996,13.460770000000002,Apartment,Entire home/apt,3,1.0,1.0,110.0,Friedrichshain,2,14
